code_1,code_2,code_3,code_4,code_5,name_1,name_2,name_3,name_4,name_5,Short
abdelkader_emirate,algeria_section,algeria_section,algeria_section,algeria_section,"Abdelkader, Emirate of",Algeria,Algeria,Algeria,Algeria,ALG
algeria_section,algeria_section,algeria_section,algeria_section,algeria_section,Algeria,Algeria,Algeria,Algeria,Algeria,ALG
algerie,algeria_section,algeria_section,algeria_section,algeria_section,Algeria,Algeria,Algeria,Algeria,Algeria,ALG
algeria_notgeld,algeria_section,algeria_section,algeria_section,algeria_section,Algerian notgeld,Algeria,Algeria,Algeria,Algeria,ALG
ain-sefra_territory_notgeld,algeria_notgeld,algeria_section,algeria_section,algeria_section,"Aïn-Sefra, Territory of",Algerian notgeld,Algeria,Algeria,Algeria,ain-sefra_territory_notgeld
alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,algeria_section,"Alger, Department of",Algerian notgeld,Algeria,Algeria,Algeria,alger_department_notgeld
constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,algeria_section,"Constantine, Department of",Algerian notgeld,Algeria,Algeria,Algeria,constantine_department_notgeld
oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,algeria_section,"Oran, Department de",Algerian notgeld,Algeria,Algeria,Algeria,oran_department_notgeld
kenadsa_notgeld,ain-sefra_territory_notgeld,algeria_notgeld,algeria_section,algeria_section,"Kénadsa, Commune of","Aïn-Sefra, Territory of",Algerian notgeld,Algeria,Algeria,ain-sefra_territory_notgeld
affreville_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Affreville, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
alger_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Algiers, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
aumale_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Aumale, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
berrouaghia_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Berrouaghia, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
blida_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Blida, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
boghari_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Boghari, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
bordj-menaiel_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Bordj Menaïel, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
boufarik_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Boufarik, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
cherchell_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Cherchell, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
douera_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Douéra, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
draa-el-mizan_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Draâ El Mizan, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
isserville_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Isserville, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
medea_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Médéa, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
marengo_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Marengo, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
miliana_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Miliana, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
oued-el-alleug_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Oued El Alleug, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
vialar_notgeld,alger_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Vialar, Commune of","Alger, Department of",Algerian notgeld,Algeria,Algeria,alger_department_notgeld
akfadou_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Akfadou, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
bone_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Bône, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
bordj-bou-arreridj_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Bordj Bou Arréridj, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
bougie-et-setif_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Bougie and Sétif, Communes of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
bougie_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Bougie, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
constantine_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Constantine, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
ouenza_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Ouenza, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
oum-teboul_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Oum Teboul, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
philippeville_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Philippeville, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
setif_notgeld,constantine_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Sétif, Commune of","Constantine, Department of",Algerian notgeld,Algeria,Algeria,constantine_department_notgeld
beni-saf_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Béni Saf, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
bedeau_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Bedeau, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
frenda_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Frenda, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
mascara_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Mascara, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
mostaganem_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Mostaganem, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
oran_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Oran, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
relizane_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Relizane, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
sidi-bel-abbes_notgeld,oran_department_notgeld,algeria_notgeld,algeria_section,algeria_section,"Sidi Bel Abbès, Commune of","Oran, Department de",Algerian notgeld,Algeria,Algeria,oran_department_notgeld
amazonia,amazonia,amazonia,amazonia,amazonia,Amazonia,Amazonia,Amazonia,Amazonia,Amazonia,
ancient,ancient,ancient,ancient,ancient,Ancient and early medieval polities,Ancient and early medieval polities,Ancient and early medieval polities,Ancient and early medieval polities,Ancient and early medieval polities,
andorre,andorre,andorre,andorre,andorre,Andorra,Andorra,Andorra,Andorra,Andorra,AND
angola,angola,angola,angola,angola,Angola,Angola,Angola,Angola,Angola,ANG
cabinda,angola,angola,angola,angola,"Cabinda, Republic of",Angola,Angola,Angola,Angola,
antarctica,antarctica,antarctica,antarctica,antarctica,Antarctica,Antarctica,Antarctica,Antarctica,Antarctica,
argentine_antarctica,antarctica,antarctica,antarctica,antarctica,Argentine Antarctica,Antarctica,Antarctica,Antarctica,Antarctica,
ross_dependency,antarctica,antarctica,antarctica,antarctica,Ross Dependency,Antarctica,Antarctica,Antarctica,Antarctica,
antigua,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,Antigua,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,AAA,
antigua-et-barbuda,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,AAA,
antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,AAA,
redonda,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,antigua_et_barbuda_section,"Redonda, Kingdom of",Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,Antigua and Barbuda,
antonine_imperium,antonine_imperium,antonine_imperium,antonine_imperium,antonine_imperium,Antonine Imperium,Antonine Imperium,Antonine Imperium,Antonine Imperium,Antonine Imperium,
arabia_ancient,arabia_ancient,arabia_ancient,arabia_ancient,arabia_ancient,Arabia (ancient),Arabia (ancient),Arabia (ancient),Arabia (ancient),Arabia (ancient),
hagarian_kingdom,arabia_ancient,arabia_ancient,arabia_ancient,arabia_ancient,Hagarian Kingdom,Arabia (ancient),Arabia (ancient),Arabia (ancient),Arabia (ancient),
arabia_ancient_north,arabia_ancient,arabia_ancient,arabia_ancient,arabia_ancient,Northern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),Arabia (ancient),
arabia_ancient_south,arabia_ancient,arabia_ancient,arabia_ancient,arabia_ancient,Southern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),Arabia (ancient),
arabia_ancient_uncertain,arabia_ancient,arabia_ancient,arabia_ancient,arabia_ancient,Uncertain Arabian state,Arabia (ancient),Arabia (ancient),Arabia (ancient),Arabia (ancient),
lihyanite_kingdom,arabia_ancient_north,arabia_ancient,arabia_ancient,arabia_ancient,Lihyanite Kingdom,Northern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
nabataean-kingdom,arabia_ancient_north,arabia_ancient,arabia_ancient,arabia_ancient,Nabataean Kingdom,Northern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
hadhramautic_kingdom,arabia_ancient_south,arabia_ancient,arabia_ancient,arabia_ancient,Hadhramautic Kingdom,Southern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
himyarite_kingdom,arabia_ancient_south,arabia_ancient,arabia_ancient,arabia_ancient,Himyarite Kingdom,Southern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
minaean_kingdom,arabia_ancient_south,arabia_ancient,arabia_ancient,arabia_ancient,Minaean Kingdom,Southern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
qatabanian_kingdom,arabia_ancient_south,arabia_ancient,arabia_ancient,arabia_ancient,Qatabanian Kingdom,Southern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
sabaean_kingdom,arabia_ancient_south,arabia_ancient,arabia_ancient,arabia_ancient,Sabaean Kingdom,Southern Arabia,Arabia (ancient),Arabia (ancient),Arabia (ancient),
republic_of_ararat,republic_of_ararat,republic_of_ararat,republic_of_ararat,republic_of_ararat,"Ararat, Republic of","Ararat, Republic of","Ararat, Republic of","Ararat, Republic of","Ararat, Republic of",
araucanie_et_patagonie,araucanie_et_patagonie,araucanie_et_patagonie,araucanie_et_patagonie,araucanie_et_patagonie,"Araucanía and Patagonia, Kingdom of ","Araucanía and Patagonia, Kingdom of ","Araucanía and Patagonia, Kingdom of ","Araucanía and Patagonia, Kingdom of ","Araucanía and Patagonia, Kingdom of ",
arctic_territories,arctic_territories,arctic_territories,arctic_territories,arctic_territories,Arctic Territories,Arctic Territories,Arctic Territories,Arctic Territories,Arctic Territories,
argentina,argentina,argentina,argentina,argentina,Argentina,Argentina,Argentina,Argentina,Argentina,
argentine,argentina,argentina,argentina,argentina,Argentina,Argentina,Argentina,Argentina,Argentina,
argentine-provinces,argentina,argentina,argentina,argentina,Argentine provinces,Argentina,Argentina,Argentina,Argentina,
confederacion_argentina,argentine-provinces,argentina,argentina,argentina,Argentine Confederation,Argentine provinces,Argentina,Argentina,Argentina,
buenos_aires,argentine-provinces,argentina,argentina,argentina,Buenos Aires,Argentine provinces,Argentina,Argentina,Argentina,
cordoba,argentine-provinces,argentina,argentina,argentina,Córdoba,Argentine provinces,Argentina,Argentina,Argentina,
catamarca,argentine-provinces,argentina,argentina,argentina,Catamarca,Argentine provinces,Argentina,Argentina,Argentina,
chaco_province,argentine-provinces,argentina,argentina,argentina,Chaco,Argentine provinces,Argentina,Argentina,Argentina,
corrientes,argentine-provinces,argentina,argentina,argentina,Corrientes,Argentine provinces,Argentina,Argentina,Argentina,
entre_rios,argentine-provinces,argentina,argentina,argentina,Entre Ríos,Argentine provinces,Argentina,Argentina,Argentina,
formosa_argentine,argentine-provinces,argentina,argentina,argentina,Formosa,Argentine provinces,Argentina,Argentina,Argentina,
jujuy,argentine-provinces,argentina,argentina,argentina,Jujuy,Argentine provinces,Argentina,Argentina,Argentina,
la_rioja,argentine-provinces,argentina,argentina,argentina,La Rioja,Argentine provinces,Argentina,Argentina,Argentina,
mendoza,argentine-provinces,argentina,argentina,argentina,Mendoza,Argentine provinces,Argentina,Argentina,Argentina,
rio_negro_province,argentine-provinces,argentina,argentina,argentina,Río Negro,Argentine provinces,Argentina,Argentina,Argentina,
salta,argentine-provinces,argentina,argentina,argentina,Salta,Argentine provinces,Argentina,Argentina,Argentina,
san_juan,argentine-provinces,argentina,argentina,argentina,San Juan,Argentine provinces,Argentina,Argentina,Argentina,
san_luis_province,argentine-provinces,argentina,argentina,argentina,San Luis,Argentine provinces,Argentina,Argentina,Argentina,
santiago_del_estero_province,argentine-provinces,argentina,argentina,argentina,Santiago del Estero,Argentine provinces,Argentina,Argentina,Argentina,
tierra_del_fuego,argentine-provinces,argentina,argentina,argentina,Tierra del Fuego,Argentine provinces,Argentina,Argentina,Argentina,
tucuman,argentine-provinces,argentina,argentina,argentina,Tucuman,Argentine provinces,Argentina,Argentina,Argentina,
armenie,armenie,armenie,armenie,armenie,Armenia,Armenia,Armenia,Armenia,Armenia,ARM
haut-karabagh,haut-karabagh,haut-karabagh,haut-karabagh,haut-karabagh,Artsakh,Artsakh,Artsakh,Artsakh,Artsakh,ART
atlantis,atlantis,atlantis,atlantis,atlantis,Atlantis,Atlantis,Atlantis,Atlantis,Atlantis,
atlantis_kingdom,atlantis_kingdom,atlantis_kingdom,atlantis_kingdom,atlantis_kingdom,"Atlantis, Kingdom of","Atlantis, Kingdom of","Atlantis, Kingdom of","Atlantis, Kingdom of","Atlantis, Kingdom of",
atlantium,atlantium,atlantium,atlantium,atlantium,"Atlantium, Empire of","Atlantium, Empire of","Atlantium, Empire of","Atlantium, Empire of","Atlantium, Empire of",
kingdom_of_atooi,kingdom_of_atooi,kingdom_of_atooi,kingdom_of_atooi,kingdom_of_atooi,"Atooi, Kingdom of","Atooi, Kingdom of","Atooi, Kingdom of","Atooi, Kingdom of","Atooi, Kingdom of",
ashmore_and_cartier_islands,australia_section,australia_section,australia_section,australia_section,Ashmore and Cartier Islands,Australia,Australia,Australia,Australia,AUS
australia_section,australia_section,australia_section,australia_section,australia_section,Australia,Australia,Australia,Australia,Australia,AUS
australie,australia_section,australia_section,australia_section,australia_section,Australia,Australia,Australia,Australia,Australia,AUS
australia_colonial,australia_section,australia_section,australia_section,australia_section,Australian States,Australia,Australia,Australia,Australia,AUS
chritmas_island,australia_section,australia_section,australia_section,australia_section,Christmas Island,Australia,Australia,Australia,Australia,CHR
cocos,australia_section,australia_section,australia_section,australia_section,Cocos (Keeling) Islands,Australia,Australia,Australia,Australia,COC
enderby_land,australia_section,australia_section,australia_section,australia_section,Enderby Land,Australia,Australia,Australia,Australia,AUS
montebello_islands,australia_section,australia_section,australia_section,australia_section,Montebello Islands,Australia,Australia,Australia,Australia,AUS
norfolk_island,australia_section,australia_section,australia_section,australia_section,Norfolk island,Australia,Australia,Australia,Australia,NOF
australian_colonies,australia_colonial,australia_section,australia_section,australia_section,Australian Colonies,Australian States,Australia,Australia,Australia,AUS
new_south_wales,australia_colonial,australia_section,australia_section,australia_section,New South Wales,Australian States,Australia,Australia,Australia,NSW
queensland,australia_colonial,australia_section,australia_section,australia_section,Queensland,Australian States,Australia,Australia,Australia,QUE
south_australia,australia_colonial,australia_section,australia_section,australia_section,South Australia,Australian States,Australia,Australia,Australia,SAA
tasmania,australia_colonial,australia_section,australia_section,australia_section,Tasmania,Australian States,Australia,Australia,Australia,TAS
victoria,australia_colonial,australia_section,australia_section,australia_section,Victoria,Australian States,Australia,Australia,Australia,VIC
western_australia,australia_colonial,australia_section,australia_section,australia_section,Western Australia,Australian States,Australia,Australia,Australia,WST
austria,austria,austria,austria,austria,Austria,Austria,Austria,Austria,Austria,AUT
autriche,austria,austria,austria,austria,Austria,Austria,Austria,Austria,Austria,AUT
autriche-habsbourg,austria,austria,austria,austria,Austrian Empire,Austria,Austria,Austria,Austria,AUT
austrian-notgeld,austria,austria,austria,austria,Austrian notgeld,Austria,Austria,Austria,Austria,AUT
austrian-states,austria,austria,austria,austria,Austrian States,Austria,Austria,Austria,Austria,AUT
carinthia_notgeld_section,austrian-notgeld,austria,austria,austria,"Carinthia, Federal State of",Austrian notgeld,Austria,Austria,Austria,ACA
